state,municipality,cvegeo,municipality_name_inegi,state_name_inegi
Zacatecas,Tlaltenango de Sánchez Román,32048,NA,NA
Zacatecas,Trancoso,32057,NA,NA
Zacatecas,Trinidad García de la Cadena,32011,NA,NA
Zacatecas,Valparaíso,32049,NA,NA
Zacatecas,Vetagrande,32050,NA,NA
Zacatecas,Villa de Cos,32051,NA,NA
Zacatecas,Villa García,32052,NA,NA
Zacatecas,Villa González Ortega,32053,NA,NA
Zacatecas,Villa Hidalgo,32054,NA,NA
Zacatecas,Villanueva,32055,NA,NA
Zacatecas,Zacatecas,32056,NA,NA
